고유 ID,주문 Id,주문 날짜,배송 날짜,배송 형태,고객번호,고객 이름,세그먼트,국가,지역,시도,시군구,제품 코드,범주,하위 범주,매출,수량,수익,할인율
137,ID-2020-47575,2020-02-15,2020-02-21,일반 배송,IC-12385,심초롱,소비자,대한민국,수도권,인천광역시,미추홀구,TEC-PH-10003772,사무기기,전화기,139673.7,2,-1881.9,0.25 
138,ID-2020-47575,2020-02-15,2020-02-21,일반 배송,IC-12385,심초롱,소비자,대한민국,수도권,인천광역시,미추홀구,TEC-PH-10001921,사무기기,전화기,939802.5,9,-175567.5,0.25 
139,IN-2020-65033,2020-02-16,2020-02-21,일반 배송,CN-11110,노희도,기업 고객,대한민국,충청,충청남도,공주시,TEC-MA-10002464,사무기기,전산기기,489495.96,2,59810.76,0.10 
140,IN-2020-65033,2020-02-16,2020-02-21,일반 배송,CN-11110,노희도,기업 고객,대한민국,충청,충청남도,공주시,FUR-CH-10001913,가구,의자,485888.22,3,16147.62,0.10 
141,IN-2020-65033,2020-02-16,2020-02-21,일반 배송,CN-11110,노희도,기업 고객,대한민국,충청,충청남도,공주시,FUR-CH-10001664,가구,의자,297487.08,2,39651.48,0.10 
142,IN-2020-78263,2020-02-16,2020-02-21,일반 배송,IC-11215,신정운,홈 오피스,대한민국,수도권,인천광역시,계양구,FUR-FU-10001619,가구,가구류,153030.6,3,59670,0.00 
143,IN-2020-78263,2020-02-16,2020-02-21,일반 배송,IC-11215,신정운,홈 오피스,대한민국,수도권,인천광역시,계양구,FUR-BO-10004230,가구,책장,125919,1,51622.2,0.00 
144,IN-2020-78263,2020-02-16,2020-02-21,일반 배송,IC-11215,신정운,홈 오피스,대한민국,수도권,인천광역시,계양구,OFF-LA-10003396,사무용품,라벨,40667.4,3,8904.6,0.00 
145,IN-2020-78263,2020-02-16,2020-02-21,일반 배송,IC-11215,신정운,홈 오피스,대한민국,수도권,인천광역시,계양구,TEC-MA-10002941,사무기기,전산기기,1235077.2,7,432255.6,0.00 
146,IN-2020-40498,2020-02-17,2020-02-19,빠른 배송,GG-16780,류미애,기업 고객,대한민국,수도권,경기도,시흥시,OFF-FA-10003626,사무용품,파스너,71604,5,29988,0.00 
147,ID-2020-66048,2020-02-17,2020-02-22,일반 배송,SE-16795,현희순,홈 오피스,대한민국,수도권,서울특별시,강동구,OFF-BI-10000389,사무용품,바인더,129225.024,3,-26467.776,0.17 
148,ID-2020-72173,2020-02-18,2020-02-20,빠른 배송,GW-12160,김조은,소비자,대한민국,강원,강원도,양양군,TEC-AC-10003753,사무기기,악세사리,263007,2,-168330.6,0.50 
149,IN-2020-31895,2020-02-18,2020-02-23,일반 배송,DG-19900,노나연,소비자,대한민국,대경권,대구광역시,동구,FUR-CH-10001871,가구,의자,306428.4,3,18360,0.00 
150,IN-2020-17111,2020-02-18,2020-02-21,빠른 배송,CN-18040,노혜림,기업 고객,대한민국,충청,충청남도,논산시,OFF-LA-10003644,사무용품,라벨,14265.72,2,1719.72,0.10 
151,IN-2020-17111,2020-02-18,2020-02-21,빠른 배송,CN-18040,노혜림,기업 고객,대한민국,충청,충청남도,논산시,TEC-PH-10002042,사무기기,전화기,841622.4,5,55967.4,0.10 
152,IN-2020-17111,2020-02-18,2020-02-21,빠른 배송,CN-18040,노혜림,기업 고객,대한민국,충청,충청남도,논산시,OFF-SU-10001731,사무용품,일반 사무용품,24510.6,1,10618.2,0.10 
153,IN-2020-51530,2020-02-18,2020-02-24,일반 배송,JN-15670,성미령,소비자,대한민국,호남,전라남도,순천시,OFF-PA-10000127,사무용품,종이,83170.8,5,24877.8,0.10 
154,IN-2020-46504,2020-02-19,2020-02-21,빠른 배송,BS-16765,문희진,소비자,대한민국,부울경,부산광역시,북구,OFF-SU-10002742,사무용품,일반 사무용품,120717,3,37362.6,0.00 
155,IN-2020-26456,2020-02-20,2020-02-27,일반 배송,GN-14035,노혜미,기업 고객,대한민국,부울경,경상남도,양산시,OFF-EN-10003508,사무용품,봉투,152571.6,6,71604,0.00 
156,IN-2020-26456,2020-02-20,2020-02-27,일반 배송,GN-14035,노혜미,기업 고객,대한민국,부울경,경상남도,양산시,TEC-CO-10004689,사무기기,복사기,303123.6,2,57589.2,0.00 
157,IN-2020-64627,2020-02-21,2020-02-25,일반 배송,CB-20020,성재민,소비자,대한민국,충청,충청북도,충주시,TEC-MA-10003801,사무기기,전산기기,819315,5,229347,0.00 
158,IN-2020-59993,2020-02-21,2020-02-23,빠른 배송,SE-10900,양승호,소비자,대한민국,수도권,서울특별시,성동구,FUR-CH-10000825,가구,의자,183049.2,3,71328.6,0.00 
159,IN-2020-58341,2020-02-21,2020-02-25,일반 배송,SE-10510,유천희,소비자,대한민국,수도권,서울특별시,관악구,OFF-FA-10001309,사무용품,파스너,25642.8,2,4834.8,0.00 
160,IN-2020-58341,2020-02-21,2020-02-25,일반 배송,SE-10510,유천희,소비자,대한민국,수도권,서울특별시,관악구,FUR-BO-10004773,가구,책장,352634.4,2,116341.2,0.00 
161,ID-2020-24454,2020-02-21,2020-02-21,당일 배송,IC-17065,조의철,소비자,대한민국,수도권,인천광역시,부평구,TEC-PH-10001805,사무기기,전화기,95196.6,1,-7619.4,0.25 
162,ID-2020-24454,2020-02-21,2020-02-21,당일 배송,IC-17065,조의철,소비자,대한민국,수도권,인천광역시,부평구,OFF-PA-10002047,사무용품,종이,176815.98,6,-106111.62,0.45 
163,IN-2020-78781,2020-02-21,2020-02-25,일반 배송,GG-15850,주정한,소비자,대한민국,수도권,경기도,광명시,TEC-PH-10004300,사무기기,전화기,187630.02,3,77102.82,0.10 
164,IN-2020-78781,2020-02-21,2020-02-25,일반 배송,GG-15850,주정한,소비자,대한민국,수도권,경기도,광명시,OFF-LA-10000732,사무용품,라벨,36683.28,6,8408.88,0.10 
165,IN-2020-78781,2020-02-21,2020-02-25,일반 배송,GG-15850,주정한,소비자,대한민국,수도권,경기도,광명시,OFF-ST-10000107,사무용품,수납용품,821821.14,7,-64110.06,0.10 
166,IN-2020-16362,2020-02-22,2020-02-26,일반 배송,GB-19510,한세리,홈 오피스,대한민국,대경권,경상북도,청도군,TEC-AC-10000051,사무기기,악세사리,211323.6,2,44370,0.00 
167,IN-2020-44901,2020-02-23,2020-02-26,특급 배송,GW-18205,송승환,기업 고객,대한민국,강원,강원도,횡성군,FUR-BO-10002462,가구,책장,2106810,5,42075,0.00 
168,IN-2020-44901,2020-02-23,2020-02-26,특급 배송,GW-18205,송승환,기업 고객,대한민국,강원,강원도,횡성군,OFF-EN-10000224,사무용품,봉투,16952.4,2,3366,0.00 
169,IN-2020-44901,2020-02-23,2020-02-26,특급 배송,GW-18205,송승환,기업 고객,대한민국,강원,강원도,횡성군,TEC-CO-10004997,사무기기,복사기,1557050.4,4,747374.4,0.00 
170,IN-2020-44901,2020-02-23,2020-02-26,특급 배송,GW-18205,송승환,기업 고객,대한민국,강원,강원도,횡성군,OFF-SU-10002566,사무용품,일반 사무용품,171972,4,72216,0.00 
171,ID-2020-55667,2020-02-23,2020-02-26,빠른 배송,SE-19735,전정수,소비자,대한민국,수도권,서울특별시,동작구,TEC-PH-10003752,사무기기,전화기,99786.6,3,-30018.6,0.50 
172,ID-2020-55667,2020-02-23,2020-02-26,빠른 배송,SE-19735,전정수,소비자,대한민국,수도권,서울특별시,동작구,FUR-CH-10001871,가구,의자,163428.48,2,-28617.12,0.20 
173,ID-2020-55667,2020-02-23,2020-02-26,빠른 배송,SE-19735,전정수,소비자,대한민국,수도권,서울특별시,동작구,OFF-PA-10004495,사무용품,종이,45624.6,3,0,0.50 
174,IN-2020-74378,2020-02-24,2020-02-25,특급 배송,DG-15655,정찬경,기업 고객,대한민국,대경권,대구광역시,달서구,OFF-EN-10004495,사무용품,봉투,96893.37,5,-7146.63,0.17 
175,ID-2020-56969,2020-02-25,2020-03-04,일반 배송,GG-14380,안예찬,소비자,대한민국,수도권,경기도,오산시,TEC-PH-10004281,사무기기,전화기,1557662.4,9,669772.8,0.00 
176,IN-2020-43718,2020-02-26,2020-02-28,빠른 배송,IC-13135,문익현,소비자,대한민국,수도권,인천광역시,부평구,OFF-SU-10003863,사무용품,일반 사무용품,80967.6,3,25887.6,0.00 
177,IN-2020-15991,2020-02-26,2020-03-03,일반 배송,JB-16870,진창우,소비자,대한민국,호남,전라북도,순창군,TEC-AC-10000896,사무기기,악세사리,60435,1,10251,0.00 
178,ID-2020-25735,2020-02-26,2020-03-02,일반 배송,GG-17860,황상철,기업 고객,대한민국,수도권,경기도,과천시,TEC-MA-10001726,사무기기,전산기기,293194.512,3,-46006.488,0.17 
179,ID-2020-56129,2020-02-27,2020-03-07,일반 배송,GG-19975,구정혁,기업 고객,대한민국,수도권,경기도,안산시,OFF-AR-10000578,사무용품,필기구,18525.24,1,-10208.16,0.40 
180,IN-2020-56213,2020-02-27,2020-03-04,일반 배송,CB-13270,박창원,홈 오피스,대한민국,충청,충청북도,괴산군,TEC-AC-10004081,사무기기,악세사리,121933.35,3,11038.95,0.45 
181,IN-2020-56213,2020-02-28,2020-03-05,일반 배송,CB-13270,박창원,홈 오피스,대한민국,충청,충청북도,괴산군,OFF-BI-10002243,사무용품,바인더,127839.15,5,42006.15,0.15 
182,ID-2020-72894,2020-02-28,2020-03-04,일반 배송,SE-18970,차순영,홈 오피스,대한민국,수도권,서울특별시,마포구,FUR-FU-10000815,가구,가구류,409305.6,10,-5324.4,0.20 
183,ID-2020-72894,2020-02-28,2020-03-04,일반 배송,SE-18970,차순영,홈 오피스,대한민국,수도권,서울특별시,마포구,OFF-AP-10000675,사무용품,가전,826934.4,3,-611938.8,0.50 
184,ID-2020-72894,2020-02-28,2020-03-04,일반 배송,SE-18970,차순영,홈 오피스,대한민국,수도권,서울특별시,마포구,OFF-AP-10003275,사무용품,가전,317291.4,2,-228490.2,0.50 
185,ID-2020-72894,2020-02-28,2020-03-04,일반 배송,SE-18970,차순영,홈 오피스,대한민국,수도권,서울특별시,마포구,FUR-FU-10004074,가구,가구류,142742.88,7,6940.08,0.20 
186,ID-2020-72894,2020-02-28,2020-03-04,일반 배송,SE-18970,차순영,홈 오피스,대한민국,수도권,서울특별시,마포구,TEC-AC-10003668,사무기기,악세사리,117106.2,2,-51561,0.50 
187,IN-2020-26946,2020-03-01,2020-03-06,일반 배송,GG-17155,김경채,소비자,대한민국,수도권,경기도,파주시,FUR-CH-10001465,가구,의자,243707.58,2,63412.38,0.27 
188,IN-2020-26946,2020-03-01,2020-03-06,일반 배송,GG-17155,김경채,소비자,대한민국,수도권,경기도,파주시,OFF-EN-10004495,사무용품,봉투,111369.006,9,-75902.994,0.47 
189,ID-2020-50144,2020-03-02,2020-03-06,일반 배송,GG-17155,김경채,소비자,대한민국,수도권,경기도,파주시,TEC-PH-10001619,사무기기,전화기,93709.44,1,-46866.96,0.40 
190,ID-2020-50144,2020-03-02,2020-03-06,일반 배송,GG-17155,김경채,소비자,대한민국,수도권,경기도,파주시,OFF-PA-10000116,사무용품,종이,24345.36,3,-7784.64,0.40 
191,IN-2020-52146,2020-03-02,2020-03-06,일반 배송,SE-11620,김정환,소비자,대한민국,수도권,서울특별시,양천구,OFF-BI-10000583,사무용품,바인더,21976.92,6,4351.32,0.10 
192,IN-2020-59986,2020-03-02,2020-03-04,빠른 배송,GG-16360,남한빛,소비자,대한민국,수도권,경기도,안성시,TEC-MA-10002520,사무기기,전산기기,219053.16,2,7301.16,0.10 
193,IN-2020-59986,2020-03-02,2020-03-04,빠른 배송,GG-16360,남한빛,소비자,대한민국,수도권,경기도,안성시,OFF-BI-10004436,사무용품,바인더,12888.72,2,-1187.28,0.10 
194,IN-2020-59986,2020-03-02,2020-03-04,빠른 배송,GG-16360,남한빛,소비자,대한민국,수도권,경기도,안성시,OFF-SU-10001770,사무용품,일반 사무용품,24841.08,1,9082.08,0.10 
195,IN-2020-56738,2020-03-02,2020-03-06,일반 배송,SE-19345,신윤진,기업 고객,대한민국,수도권,서울특별시,구로구,FUR-FU-10002210,가구,가구류,358785,7,60832.8,0.00 
196,ID-2020-34037,2020-03-03,2020-03-03,당일 배송,GN-17515,손예준,기업 고객,대한민국,부울경,경상남도,합천군,TEC-CO-10002350,사무기기,복사기,1076566.14,3,-34764.66,0.07 
197,ID-2020-34037,2020-03-03,2020-03-03,당일 배송,GN-17515,손예준,기업 고객,대한민국,부울경,경상남도,합천군,FUR-CH-10002250,가구,의자,696096.756,2,190707.156,0.27 
198,IN-2020-34800,2020-03-03,2020-03-07,일반 배송,JN-14590,심상재,기업 고객,대한민국,호남,전라남도,보성군,FUR-CH-10001752,가구,의자,262896.84,3,32111.64,0.10 
199,IN-2020-53469,2020-03-04,2020-03-09,일반 배송,DJ-12430,임호섭,홈 오피스,대한민국,충청,대전광역시,유성구,OFF-BI-10002919,사무용품,바인더,108838.08,8,16793.28,0.10 
200,IN-2020-53469,2020-03-04,2020-03-09,일반 배송,DJ-12430,임호섭,홈 오피스,대한민국,충청,대전광역시,유성구,FUR-BO-10004404,가구,책장,791995.32,6,96702.12,0.10 
201,IN-2020-53469,2020-03-04,2020-03-09,일반 배송,DJ-12430,임호섭,홈 오피스,대한민국,충청,대전광역시,유성구,FUR-BO-10003384,가구,책장,790783.56,7,149254.56,0.10 
202,IN-2020-53469,2020-03-04,2020-03-09,일반 배송,DJ-12430,임호섭,홈 오피스,대한민국,충청,대전광역시,유성구,OFF-AR-10002340,사무용품,필기구,46597.68,2,4614.48,0.10 
203,IN-2020-52853,2020-03-05,2020-03-08,표준 배송,BS-18190,배재민,소비자,대한민국,부울경,부산광역시,금정구,FUR-CH-10000432,가구,의자,1117573.2,6,67014,0.00 
204,IN-2020-52853,2020-03-05,2020-03-08,표준 배송,BS-18190,배재민,소비자,대한민국,부울경,부산광역시,금정구,TEC-CO-10003951,사무기기,복사기,745691.4,3,164046.6,0.00 
205,IN-2020-75743,2020-03-06,2020-03-09,표준 배송,DG-11455,구보검,홈 오피스,대한민국,대경권,대구광역시,달서구,TEC-PH-10002217,사무기기,전화기,565855.2,3,0,0.00 
206,IN-2020-54302,2020-03-07,2020-03-10,빠른 배송,SE-18325,전대종,소비자,대한민국,수도권,서울특별시,구로구,FUR-BO-10004917,가구,책장,124021.8,1,45869.4,0.00 
207,IN-2020-67028,2020-03-08,2020-03-12,일반 배송,GG-13150,권지선,기업 고객,대한민국,수도권,경기도,포천시,TEC-PH-10003713,사무기기,전화기,973309.5,2,38907.9,0.25 
208,IN-2020-67028,2020-03-08,2020-03-12,일반 배송,GG-13150,권지선,기업 고객,대한민국,수도권,경기도,포천시,TEC-PH-10000365,사무기기,전화기,553967.1,9,-7573.5,0.25 
209,ID-2020-14094,2020-03-09,2020-03-11,빠른 배송,SE-16225,노예찬,기업 고객,대한민국,수도권,서울특별시,노원구,OFF-PA-10001835,사무용품,종이,73370.232,4,-65064.168,0.47 
210,IN-2020-30306,2020-03-09,2020-03-14,일반 배송,GN-20680,문노아,홈 오피스,대한민국,부울경,경상남도,진주시,TEC-CO-10003506,사무기기,복사기,917816.4,3,302848.2,0.00 
211,IN-2020-30306,2020-03-09,2020-03-14,일반 배송,GN-20680,문노아,홈 오피스,대한민국,부울경,경상남도,진주시,OFF-BI-10002708,사무용품,바인더,89413.2,6,20563.2,0.00 
212,IN-2020-30306,2020-03-09,2020-03-14,일반 배송,GN-20680,문노아,홈 오피스,대한민국,부울경,경상남도,진주시,OFF-SU-10001848,사무용품,일반 사무용품,77418,5,18513,0.00 
213,IN-2020-30306,2020-03-09,2020-03-14,일반 배송,GN-20680,문노아,홈 오피스,대한민국,부울경,경상남도,진주시,FUR-TA-10001786,가구,탁자,1356895.8,3,298441.8,0.00 
214,IN-2020-33855,2020-03-09,2020-03-13,일반 배송,JN-15670,성미령,소비자,대한민국,호남,전라남도,순천시,TEC-MA-10002039,사무기기,전산기기,323099.28,7,14222.88,0.10 
215,IN-2020-33855,2020-03-09,2020-03-13,일반 배송,JN-15670,성미령,소비자,대한민국,호남,전라남도,순천시,TEC-PH-10003546,사무기기,전화기,878112.9,7,146191.5,0.10 
216,IN-2020-33855,2020-03-09,2020-03-13,일반 배송,JN-15670,성미령,소비자,대한민국,호남,전라남도,순천시,TEC-PH-10001002,사무기기,전화기,126628.92,1,40795.92,0.10 
217,IN-2020-33855,2020-03-09,2020-03-13,일반 배송,JN-15670,성미령,소비자,대한민국,호남,전라남도,순천시,TEC-AC-10003640,사무기기,악세사리,146182.32,4,-13060.08,0.10 
218,ID-2020-68631,2020-03-10,2020-03-14,일반 배송,BS-20140,서수빈,기업 고객,대한민국,부울경,부산광역시,금정구,FUR-FU-10003658,가구,가구류,104596.92,6,-1340.28,0.10 
219,IN-2020-60357,2020-03-11,2020-03-17,일반 배송,GG-16030,김서연,소비자,대한민국,수도권,경기도,안양시,FUR-CH-10004009,가구,의자,1119225.6,8,257284.8,0.00 
220,IN-2020-25084,2020-03-11,2020-03-13,빠른 배송,GG-11785,전선아,소비자,대한민국,수도권,경기도,안양시,TEC-CO-10003354,사무기기,복사기,1299643.2,4,389844,0.00 
221,IN-2020-22249,2020-03-12,2020-03-16,일반 배송,JB-20605,노현선,소비자,대한민국,호남,전라북도,남원시,TEC-AC-10002455,사무기기,악세사리,264466.62,9,64526.22,0.10 
222,ID-2020-17720,2020-03-12,2020-03-14,빠른 배송,US-18520,홍혜지,소비자,대한민국,부울경,울산광역시,중구,OFF-LA-10002319,사무용품,라벨,12454.2,2,-459,0.45 
223,ID-2020-18140,2020-03-13,2020-03-17,일반 배송,GW-19525,구다현,기업 고객,대한민국,강원,강원도,고성군,OFF-ST-10003154,사무용품,수납용품,246868.56,5,-6040.44,0.17 
224,IN-2020-24832,2020-03-13,2020-03-18,일반 배송,GJ-11920,주유화,소비자,대한민국,호남,광주광역시,남구,FUR-FU-10004283,가구,가구류,44829,1,7160.4,0.00 
225,IN-2020-24832,2020-03-13,2020-03-18,일반 배송,GJ-11920,주유화,소비자,대한민국,호남,광주광역시,남구,TEC-AC-10004054,사무기기,악세사리,291067.2,4,93024,0.00 
226,IN-2020-24832,2020-03-14,2020-03-17,표준 배송,GJ-11920,주유화,소비자,대한민국,호남,광주광역시,남구,OFF-PA-10004573,사무용품,종이,95839.2,6,31579.2,0.00 
227,IN-2020-24832,2020-03-14,2020-03-17,표준 배송,GJ-11920,주유화,소비자,대한민국,호남,광주광역시,남구,FUR-CH-10002250,가구,의자,3337450.2,7,1568586.6,0.00 
228,IN-2020-37278,2020-03-15,2020-03-16,특급 배송,GG-11575,손주린,기업 고객,대한민국,수도권,경기도,안산시,OFF-EN-10000224,사무용품,봉투,16952.4,2,3366,0.00 
229,IN-2020-82358,2020-03-15,2020-03-18,특급 배송,US-13330,이세연,소비자,대한민국,부울경,울산광역시,남구,OFF-FA-10000059,사무용품,파스너,38433.6,2,13035.6,0.00 
230,IN-2020-26057,2020-03-16,2020-03-20,일반 배송,BS-13090,노진헌,소비자,대한민국,부울경,부산광역시,수영구,FUR-CH-10004491,가구,의자,347677.2,2,125154,0.00 
231,IN-2020-26057,2020-03-16,2020-03-20,일반 배송,BS-13090,노진헌,소비자,대한민국,부울경,부산광역시,수영구,TEC-AC-10001835,사무기기,악세사리,387487.8,9,53978.4,0.00 
232,IN-2020-26057,2020-03-16,2020-03-20,일반 배송,BS-13090,노진헌,소비자,대한민국,부울경,부산광역시,수영구,OFF-BI-10003025,사무용품,바인더,156886.2,3,28182.6,0.00 
233,IN-2020-26057,2020-03-16,2020-03-20,일반 배송,BS-13090,노진헌,소비자,대한민국,부울경,부산광역시,수영구,OFF-BI-10004553,사무용품,바인더,67779,5,33813,0.00 
